sample_id	chrom	start	end	cn_a	cn_b	is_gain	is_loss	is_wgd	is_normal	is_clonal
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr1	828166	8490983	1	0	False	False	False	False	False
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr1	9661061	28540192	2	0	False	False	False	False	True
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr1	28578385	52576555	2	1	False	False	False	False	True
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr1	52601675	58992626	2	0	False	False	False	False	True
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr1	58994741	64094611	1	0	False	False	False	False	True
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr1	65302569	92390758	1	1	False	False	False	True	True
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr1	92399424	97757537	2	0	False	True	False	False	False
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr1	97765076	112382789	2	0	False	True	False	False	False
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr1	112475224	113714823	2	0	False	False	False	False	True
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr1	114146135	117860213	2	0	False	False	False	False	True
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr1	118429694	121350213	2	1	False	False	False	False	True
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr1	149858520	155161794	2	2	False	False	False	False	False
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr1	155186729	193900354	2	2	False	False	False	False	False
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr1	193902437	205551495	2	2	False	False	False	False	False
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr1	205636334	207075171	2	1	False	False	False	False	False
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr1	207079615	237427344	2	0	False	False	False	False	True
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr1	237431505	249201268	2	0	False	False	False	False	True
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr2	23368	5186580	1	1	False	False	False	True	True
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr2	5680165	89325107	1	1	False	False	False	True	True
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr2	95330387	192294034	1	1	False	False	False	True	True
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr2	192297740	210204470	1	1	False	False	False	True	True
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr2	210829124	238133570	1	1	False	False	False	True	True
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr2	238135557	242985493	1	1	False	False	False	True	True
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr3	62437	5913291	2	1	False	False	False	False	False
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr3	6003582	7032042	2	1	False	False	False	False	False
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr3	7036256	64130521	2	1	False	False	False	False	True
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr3	64134503	82529042	2	1	False	False	False	False	True
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr3	82532568	87284577	2	1	False	False	False	False	True
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr3	87291880	90452917	2	1	False	False	False	False	True
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr3	93920545	107527596	2	1	False	False	False	False	False
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr3	107536562	163065159	2	1	False	False	False	False	False
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr3	163069882	182039402	2	1	False	False	False	False	False
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr3	182044339	184626503	2	1	False	False	False	False	False
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr3	184630294	186067505	2	1	False	False	False	False	True
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr3	186071238	197814834	2	1	False	False	False	False	True
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr4	185822	23390149	2	1	False	False	False	False	True
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr4	23443552	25068164	2	1	False	False	False	False	False
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr4	26253847	49082267	1	1	False	False	False	True	True
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr4	52703610	106848314	1	1	False	False	False	True	True
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr4	107651299	114700027	1	1	False	False	False	True	True
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr4	114705431	118767200	1	1	False	False	False	True	True
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr4	118786434	190781874	1	1	False	False	False	True	True
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr5	852207	11164361	2	2	False	False	False	False	True
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr5	11726355	18182899	2	2	False	False	False	False	True
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr5	18220363	29921556	2	2	False	False	False	False	True
ApicalProstateCA_A22C-0016_CRUK_PC_0016_T1	chr5	29928637	46099071	2	2	False	False	False	False	True
