branch	name	FractionOverlaps	event	final_name
internal_3	chr17q	0.9439711764484273	gain	17q +
internal_3	TACR1	1.0	gain	TACR1 +
internal_3	RGPD4	1.0	gain	RGPD4 +
internal_3	SULT1C3	1.0	gain	SULT1C3 +
internal_3	SULT1C4	1.0	gain	SULT1C4 +
internal_3	GCC2	1.0	gain	GCC2 +
internal_3	CYBRD1	1.0	gain	CYBRD1 +
internal_3	MYO1B	1.0	gain	MYO1B +
internal_3	HECW2	1.0	gain	HECW2 +
internal_3	ANKRD44	1.0	gain	ANKRD44 +
internal_3	SF3B1	1.0	gain	SF3B1 +
internal_3	PLCL1	1.0	gain	PLCL1 +
internal_3	SATB2	1.0	gain	SATB2 +
internal_3	CASP8	1.0	gain	CASP8 +
internal_3	BMPR2	1.0	gain	BMPR2 +
internal_3	PARD3B	1.0	gain	PARD3B +
internal_3	NRP2	1.0	gain	NRP2 +
internal_3	EEF1B2	1.0	gain	EEF1B2 +
internal_3	ADAM23	1.0	gain	ADAM23 +
internal_3	PLEKHM3	1.0	gain	PLEKHM3 +
internal_3	IDH1	1.0	gain	IDH1 +
internal_3	KANSL1L	1.0	gain	KANSL1L +
internal_3	CPS1	1.0	gain	CPS1 +
internal_3	ERBB4	1.0	gain	ERBB4 +
internal_3	FN1	1.0	gain	FN1 +
internal_3	AAMP	1.0	gain	AAMP +
internal_3	ZNF142	1.0	gain	ZNF142 +
internal_3	PRKAG3	1.0	gain	PRKAG3 +
internal_3	ABCB6	1.0	gain	ABCB6 +
internal_3	STK16	1.0	gain	STK16 +
internal_3	OBSL1	1.0	gain	OBSL1 +
internal_3	EPHA4	1.0	gain	EPHA4 +
internal_3	PAX3	1.0	gain	PAX3 +
internal_3	CUL3	1.0	gain	CUL3 +
internal_3	MFF	1.0	gain	MFF +
internal_3	DNER	1.0	gain	DNER +
internal_3	TRIP12	1.0	gain	TRIP12 +
internal_3	ITM2C	1.0	gain	ITM2C +
internal_3	GIGYF2	1.0	gain	GIGYF2 +
internal_3	ATG16L1	1.0	gain	ATG16L1 +
internal_3	ING5	1.0	gain	ING5 +
internal_3	CNTN6	1.0	gain	CNTN6 +
internal_3	IL5RA	1.0	gain	IL5RA +
internal_3	SLC4A7	1.0	gain	SLC4A7 +
internal_3	EOMES	1.0	gain	EOMES +
internal_3	CTNNB1	1.0	gain	CTNNB1 +
internal_3	CYP8B1	1.0	gain	CYP8B1 +
internal_3	GATA2	1.0	gain	GATA2 +
internal_3	C3orf27	1.0	gain	C3orf27 +
internal_3	ISY1	1.0	gain	ISY1 +
internal_3	CPB1	1.0	gain	CPB1 +
internal_3	HPS3	1.0	gain	HPS3 +
internal_3	TSC22D2	1.0	gain	TSC22D2 +
internal_3	SIAH2	1.0	gain	SIAH2 +
internal_3	SUCNR1	1.0	gain	SUCNR1 +
internal_3	MBNL1	1.0	gain	MBNL1 +
internal_3	SCHIP1	1.0	gain	SCHIP1 +
internal_3	SMC4	1.0	gain	SMC4 +
internal_3	TRIM59	1.0	gain	TRIM59 +
internal_3	KPNA4	1.0	gain	KPNA4 +
internal_3	B3GALNT1	1.0	gain	B3GALNT1 +
internal_3	NMD3	1.0	gain	NMD3 +
internal_3	GOLIM4	1.0	gain	GOLIM4 +
internal_3	MECOM	1.0	gain	MECOM +
internal_3	SLC4A4	1.0	gain	SLC4A4 +
internal_3	ALB	1.0	gain	ALB +
internal_3	CXCL5	1.0	gain	CXCL5 +
internal_3	G3BP2	1.0	gain	G3BP2 +
internal_3	PAQR3	1.0	gain	PAQR3 +
internal_3	GK2	1.0	gain	GK2 +
internal_3	HNRNPD	1.0	gain	HNRNPD +
internal_3	COPS4	1.0	gain	COPS4 +
internal_3	FAM175A	1.0	gain	FAM175A +
internal_3	NKX6-1	1.0	gain	NKX6-1 +
internal_3	KLHL8	1.0	gain	KLHL8 +
internal_3	DSPP	1.0	gain	DSPP +
internal_3	PKD2	1.0	gain	PKD2 +
internal_3	GRID2	1.0	gain	GRID2 +
internal_3	PDHA2	1.0	gain	PDHA2 +
internal_3	TET2	1.0	gain	TET2 +
internal_3	DKK2	1.0	gain	DKK2 +
internal_3	PAPSS1	1.0	gain	PAPSS1 +
internal_3	SGMS2	1.0	gain	SGMS2 +
internal_3	CFI	1.0	gain	CFI +
internal_3	LARP7	1.0	gain	LARP7 +
internal_3	UGT8	1.0	gain	UGT8 +
internal_3	METTL14	1.0	gain	METTL14 +
internal_3	PRDM5	1.0	gain	PRDM5 +
internal_3	IL21	1.0	gain	IL21 +
internal_3	FAT4	1.0	gain	FAT4 +
internal_3	MFSD8	1.0	gain	MFSD8 +
internal_3	PCDH18	1.0	gain	PCDH18 +
internal_3	NAA15	1.0	gain	NAA15 +
internal_3	CLGN	1.0	gain	CLGN +
internal_3	INPP4B	1.0	gain	INPP4B +
internal_3	HHIP	1.0	gain	HHIP +
internal_3	MMAA	1.0	gain	MMAA +
internal_3	POU4F2	1.0	gain	POU4F2 +
