branch	name	FractionOverlaps	event	final_name
internal_3	MXRA8	1.0	gain	MXRA8 +
internal_3	PLCH2	1.0	gain	PLCH2 +
internal_3	RPL22	1.0	gain	RPL22 +
internal_3	DNAJC11	1.0	gain	DNAJC11 +
internal_3	ERRFI1	1.0	gain	ERRFI1 +
internal_3	RERE	1.0	gain	RERE +
internal_3	KIF1B	1.0	gain	KIF1B +
internal_3	CASZ1	1.0	gain	CASZ1 +
internal_3	MTOR	1.0	gain	MTOR +
internal_3	AADACL3	1.0	gain	AADACL3 +
internal_3	PRAMEF11	1.0	gain	PRAMEF11 +
internal_3	SPEN	1.0	gain	SPEN +
internal_3	EPHA2	1.0	gain	EPHA2 +
internal_3	NBPF1	1.0	gain	NBPF1 +
internal_3	PADI2	1.0	gain	PADI2 +
internal_3	ALPL	1.0	gain	ALPL +
internal_3	C1QA	1.0	gain	C1QA +
internal_3	ID3	1.0	gain	ID3 +
internal_3	MTFR1L	1.0	gain	MTFR1L +
internal_3	ARID1A	1.0	gain	ARID1A +
internal_3	SLC9A1	1.0	gain	SLC9A1 +
internal_3	PHACTR4	1.0	gain	PHACTR4 +
internal_3	RCC1	1.0	gain	RCC1 +
internal_3	PTPRU	1.0	gain	PTPRU +
internal_3	MARCKSL1	1.0	gain	MARCKSL1 +
internal_3	GJB3	1.0	gain	GJB3 +
internal_3	ZMYM6	1.0	gain	ZMYM6 +
internal_3	SFPQ	1.0	gain	SFPQ +
internal_3	ZMYM4	1.0	gain	ZMYM4 +
internal_3	CLSPN	1.0	gain	CLSPN +
internal_3	COL8A2	1.0	gain	COL8A2 +
internal_3	MAP7D1	1.0	gain	MAP7D1 +
internal_3	THRAP3	1.0	gain	THRAP3 +
internal_3	GRIK3	1.0	gain	GRIK3 +
internal_3	FHL3	1.0	gain	FHL3 +
internal_3	NDUFS5	1.0	gain	NDUFS5 +
internal_3	HPCAL4	1.0	gain	HPCAL4 +
internal_3	OXCT2	1.0	gain	OXCT2 +
internal_3	PPT1	1.0	gain	PPT1 +
internal_3	TMCO2	1.0	gain	TMCO2 +
internal_3	ZMPSTE24	1.0	gain	ZMPSTE24 +
internal_3	COL9A2	1.0	gain	COL9A2 +
internal_3	EXO5	1.0	gain	EXO5 +
internal_3	RIMS3	1.0	gain	RIMS3 +
internal_3	CCDC30	1.0	gain	CCDC30 +
internal_3	PTPRF	1.0	gain	PTPRF +
internal_3	RNF220	1.0	gain	RNF220 +
internal_3	PRDX1	1.0	gain	PRDX1 +
internal_3	MAST2	1.0	gain	MAST2 +
internal_3	PIK3R3	1.0	gain	PIK3R3 +
internal_3	STIL	1.0	gain	STIL +
internal_3	CMPK1	1.0	gain	CMPK1 +
internal_3	FOXE3	1.0	gain	FOXE3 +
internal_3	SPATA6	1.0	gain	SPATA6 +
internal_3	BEND5	1.0	gain	BEND5 +
internal_3	CDKN2C	1.0	gain	CDKN2C +
internal_3	ZFYVE9	1.0	gain	ZFYVE9 +
internal_3	JUN	1.0	gain	JUN +
internal_3	NFIA	1.0	gain	NFIA +
internal_3	CACHD1	1.0	gain	CACHD1 +
internal_3	JAK1	1.0	gain	JAK1 +
internal_3	SRSF11	1.0	gain	SRSF11 +
internal_3	CTH	1.0	gain	CTH +
internal_3	TNNI3K	1.0	gain	TNNI3K +
internal_3	NEXN	1.0	gain	NEXN +
internal_3	FUBP1	1.0	gain	FUBP1 +
internal_3	LPAR3	1.0	gain	LPAR3 +
internal_3	BCL10	1.0	gain	BCL10 +
