branch	name	FractionOverlaps	event	final_name
internal_2	WGD	1.0	WGD	WGD
internal_1	NENF	1.0	loss	NENF -
internal_1	BATF3	1.0	loss	BATF3 -
internal_1	chr12p	0.9945374647887324	loss	12p -
internal_1	UGP2	1.0	loss	UGP2 -
internal_1	SPRED2	1.0	loss	SPRED2 -
internal_1	PCBP1	1.0	loss	PCBP1 -
internal_1	TGFA	1.0	loss	TGFA -
internal_1	WBP1	1.0	loss	WBP1 -
internal_1	HK2	1.0	loss	HK2 -
internal_1	TACR1	1.0	loss	TACR1 -
internal_1	CSMD1	1.0	loss	CSMD1 -
internal_1	MCPH1	1.0	loss	MCPH1 -
internal_1	SPAG11A	1.0	loss	SPAG11A -
internal_1	XKR6	1.0	loss	XKR6 -
internal_1	TUSC3	1.0	loss	TUSC3 -
internal_1	MICU3	1.0	loss	MICU3 -
internal_1	PPP3CC	1.0	loss	PPP3CC -
internal_1	KIAA1967	1.0	loss	KIAA1967 -
internal_1	TNFRSF10C	1.0	loss	TNFRSF10C -
internal_1	EBF2	1.0	loss	EBF2 -
internal_1	PNOC	1.0	loss	PNOC -
internal_1	ZNF395	1.0	loss	ZNF395 -
internal_1	HMBOX1	1.0	loss	HMBOX1 -
internal_1	ATAD1	1.0	loss	ATAD1 -
internal_1	PTEN	1.0	loss	PTEN -
internal_1	CCNJ	1.0	loss	CCNJ -
internal_1	R3HCC1L	1.0	loss	R3HCC1L -
internal_1	HPS1	1.0	loss	HPS1 -
internal_1	HPSE2	1.0	loss	HPSE2 -
internal_1	ITFG2	1.0	loss	ITFG2 -
internal_1	NDUFA9	1.0	loss	NDUFA9 -
internal_1	VAMP1	1.0	loss	VAMP1 -
internal_1	CHD4	1.0	loss	CHD4 -
internal_1	SPSB2	1.0	loss	SPSB2 -
internal_1	ENO2	1.0	loss	ENO2 -
internal_1	EMG1	1.0	loss	EMG1 -
internal_1	CD163	1.0	loss	CD163 -
internal_1	CLEC4C	1.0	loss	CLEC4C -
internal_1	AICDA	1.0	loss	AICDA -
internal_1	MFAP5	1.0	loss	MFAP5 -
internal_1	KLRG1	1.0	loss	KLRG1 -
internal_1	KLRC2	1.0	loss	KLRC2 -
internal_1	PRB3	1.0	loss	PRB3 -
internal_1	ETV6	1.0	loss	ETV6 -
internal_1	LRP6	1.0	loss	LRP6 -
internal_1	MANSC1	1.0	loss	MANSC1 -
internal_1	DUSP16	1.0	loss	DUSP16 -
internal_1	CDKN1B	1.0	loss	CDKN1B -
internal_1	ATF7IP	1.0	loss	ATF7IP -
internal_1	MGST1	1.0	loss	MGST1 -
internal_1	RECQL	1.0	loss	RECQL -
internal_1	ABCC9	1.0	loss	ABCC9 -
internal_1	CMAS	1.0	loss	CMAS -
internal_1	C2CD5	1.0	loss	C2CD5 -
internal_1	SOX5	1.0	loss	SOX5 -
internal_1	KRAS	1.0	loss	KRAS -
internal_1	ITPR2	1.0	loss	ITPR2 -
internal_1	CAPRIN2	1.0	loss	CAPRIN2 -
internal_1	DNM1L	1.0	loss	DNM1L -
internal_1	ADAMTS20	1.0	loss	ADAMTS20 -
internal_1	TMEM117	1.0	loss	TMEM117 -
internal_1	NELL2	1.0	loss	NELL2 -
internal_1	ARID2	1.0	loss	ARID2 -
internal_1	SCAF11	1.0	loss	SCAF11 -
internal_1	WNT1	1.0	loss	WNT1 -
internal_1	KMT2D	1.0	loss	KMT2D -
internal_1	TUBA1B	1.0	loss	TUBA1B -
