branch	name	FractionOverlaps	event	final_name
internal_1	WGD	1.0	WGD	WGD
internal_1	chr20q	0.9051123939640713	gain	20q +
internal_1	TRIP13	1.0	gain	TRIP13 +
internal_1	UBE2QL1	1.0	gain	UBE2QL1 +
internal_1	ALDOB	1.0	gain	ALDOB +
internal_1	KLF4	1.0	gain	KLF4 +
internal_1	PTPN3	1.0	gain	PTPN3 +
internal_1	PALM2	1.0	gain	PALM2 +
internal_1	LPAR1	1.0	gain	LPAR1 +
internal_1	OR2K2	1.0	gain	OR2K2 +
internal_1	NDUFA8	1.0	gain	NDUFA8 +
internal_1	RC3H2	1.0	gain	RC3H2 +
internal_1	NR6A1	1.0	gain	NR6A1 +
internal_1	PPP6C	1.0	gain	PPP6C +
internal_1	GAPVD1	1.0	gain	GAPVD1 +
internal_1	STXBP1	1.0	gain	STXBP1 +
internal_1	LCN2	1.0	gain	LCN2 +
internal_1	CIZ1	1.0	gain	CIZ1 +
internal_1	SPTAN1	1.0	gain	SPTAN1 +
internal_1	SH3GLB2	1.0	gain	SH3GLB2 +
internal_1	TOR1A	1.0	gain	TOR1A +
internal_1	GPR107	1.0	gain	GPR107 +
internal_1	FUBP3	1.0	gain	FUBP3 +
internal_1	AK8	1.0	gain	AK8 +
internal_1	GFI1B	1.0	gain	GFI1B +
internal_1	CEL	1.0	gain	CEL +
internal_1	COL5A1	1.0	gain	COL5A1 +
internal_1	NOTCH1	1.0	gain	NOTCH1 +
internal_1	RABL6	1.0	gain	RABL6 +
internal_1	GDF11	1.0	gain	GDF11 +
internal_1	ERBB3	1.0	gain	ERBB3 +
internal_1	ATP5B	1.0	gain	ATP5B +
internal_1	PRIM1	1.0	gain	PRIM1 +
internal_1	MBD6	1.0	gain	MBD6 +
internal_1	KIF5A	1.0	gain	KIF5A +
internal_1	ARHGEF25	1.0	gain	ARHGEF25 +
internal_1	METTL1	1.0	gain	METTL1 +
internal_1	LRIG3	1.0	gain	LRIG3 +
internal_1	USP15	1.0	gain	USP15 +
internal_1	XPOT	1.0	gain	XPOT +
internal_1	DYRK2	1.0	gain	DYRK2 +
internal_1	RAP1B	1.0	gain	RAP1B +
internal_1	CPSF6	1.0	gain	CPSF6 +
internal_1	YEATS4	1.0	gain	YEATS4 +
internal_1	CCT2	1.0	gain	CCT2 +
